{'title': '恒瑞医药注射用卡瑞利珠单抗主要研究终点结果达到方案预设优效标准', 'label': '1'}
{'title': '设研院拟发行不超亿元可转债', 'label': '1'}
{'title': '华夏幸福拟向西部信托进行永续债融资金额不超过亿元', 'label': '1'}
{'title': '漳泽电力拟非公开发行不超过亿元短期公司债券', 'label': '1'}
{'title': '上海电气控股子公司电气风电科创板首发获通过', 'label': '1'}
{'title': '上海天洋收到证监会批复核准公司非公开发行不超过万股新股', 'label': '1'}
{'title': '隆基股份拟投资亿元建设年产单晶电池项目', 'label': '1'}
{'title': '高德红外与客户签订了某型号系统产品订货合同合同金额为亿元', 'label': '1'}
{'title': '复星医药利妥昔单抗注射液已完成期临床研究', 'label': '1'}
{'title': '复星医药注射用获国家药监局临床试验注册审评受理', 'label': '1'}
{'title': '今飞凯达拟亿元投资建设年产万只整体式铝合金电动车轮建设项目', 'label': '1'}
{'title': '东华软件收到中标通知书所属联合体中标亿元城市建设项目', 'label': '1'}
{'title': '四维图新联合中标年工业互联网创新发展工程项目', 'label': '1'}
{'title': '中贝通信预中标中国移动亿元项目', 'label': '1'}
{'title': '司太立仙居厂区的碘造影剂系列产品各生产车间已完成自查整改并恢复生产', 'label': '1'}
{'title': '恩华药业耗资万元回购万股', 'label': '1'}
{'title': '商城王强及其一致行动人合计增持股份', 'label': '1'}
{'title': '卧龙地产浙江龙盛累计增持公司股份', 'label': '1'}
{'title': '顺丰控股月份速运物流业务营业收入亿元同比增长', 'label': '1'}
{'title': '新凤鸣年产万吨智能化低碳差别化纤维项目全面投产', 'label': '1'}
{'title': '中钢国际子公司签署总额亿元新建燃煤电站项目总承包合同', 'label': '1'}
{'title': '中粮科技近日收到征收补偿款亿元', 'label': '1'}
{'title': '梦百合董事拟万元至万元增持股份', 'label': '1'}
{'title': '雅戈尔已回购股份万股耗资亿元', 'label': '1'}
{'title': '芒果超媒阿里创投意向受让控股股东所持公司股份', 'label': '1'}
{'title': '永辉超市全资子公司间接持股公司在纳斯达克上市', 'label': '1'}
{'title': '江苏银行拟募资不超过亿元配股方案获核准', 'label': '1'}
{'title': '恒瑞医药注射液临床试验获国家药监局批准', 'label': '1'}
{'title': '湖北广电参股公司光谷信息上市辅导备案申请材料获受理', 'label': '1'}
{'title': '中国通号中标亿元轨道交通市场重要项目', 'label': '1'}
{'title': '基蛋生物控股子公司取得医疗器械注册证', 'label': '1'}
{'title': '圣湘生物全自动核酸提取仪等获美国授权', 'label': '1'}
{'title': '安利股份成为美国哥伦比亚合格供应商', 'label': '1'}
{'title': '兴源环境拟向控股股东定增募资不超亿元', 'label': '1'}
{'title': '森麒麟拟发行可转债募资不超亿元', 'label': '1'}
{'title': '苏大维格拟定增募资不超过亿元', 'label': '1'}
{'title': '民和股份非公开发行股票申请获得证监会审核通过', 'label': '1'}
{'title': '圆通速递非公开发行股票申请获证监会通过', 'label': '1'}
{'title': '贵阳银行非公开发行股股票申请获得证监会审核通过', 'label': '1'}
{'title': '长沙银行非公开发行股票申请获得证监会审核通过', 'label': '1'}
{'title': '九安医疗非公开发行股票申请获得证监会审核通过', 'label': '1'}
{'title': '维宏股份拟收购南京开通股权', 'label': '1'}
{'title': '中国神华月煤炭销量同比增长', 'label': '1'}
{'title': '中国中冶前月新签合同额同比增长', 'label': '1'}
{'title': '天海防务签署重整相关协议全额收到重整投资金亿元', 'label': '1'}
{'title': '晨丰科技拟发行可转债募资不超亿元', 'label': '1'}
{'title': '振华股份发行股份购买资产获证监会审核通过股票复牌', 'label': '1'}
{'title': '棕榈股份拟向控股股东豫资保障房定增募资不超亿元', 'label': '1'}
{'title': '钢研高纳拟向控股股东定增募资不超亿元', 'label': '1'}
{'title': '京汉股份高管申司昀徐巍合计增持公司股份且不排除未来继续增持的可能', 'label': '1'}
{'title': '南方轴承拟万元增资控股上海圳呈涉足集成电路行业', 'label': '1'}
{'title': '爱美客子公司诺博特生物利拉鲁肽注射液产品获得药物临床试验批准通知书', 'label': '1'}
{'title': '世纪华通与神州数码签订战略合作框架协议助力公司在产业布局', 'label': '1'}
{'title': '亚世光电拟鞍山设立子公司扩大电子纸产品生产规模', 'label': '1'}
{'title': '光云科技拟万元认购实在智能股权', 'label': '1'}
{'title': '亚玛顿签署光伏镀膜玻璃销售合同预估总金额约亿元', 'label': '1'}
{'title': '润建股份预中标亿元中移动招标项目', 'label': '1'}
{'title': '中芯国际前三季度营业收入亿元同比增长净利润亿元同比增长', 'label': '1'}
{'title': '中国中铁近期中标亿元重大工程', 'label': '1'}
{'title': '光环新网开展基础设施公募申报发行工作', 'label': '1'}
{'title': '普丽盛拟置入润泽科技股权主营业务变更为数据中心运营', 'label': '1'}
{'title': '中国恒大回购万股股份耗资万港元', 'label': '1'}
{'title': '深康佳拟参与建设半导体产业园总投入达到亿元', 'label': '1'}
{'title': '华菱星马拟定增募资不超亿元用于补充流动资金和偿还银行借款控股股东全额认购', 'label': '1'}
{'title': '中国长城拟定增募资不超过亿元用于国产高性能计算机及服务器核心技术研发及产能提升等项目', 'label': '1'}
{'title': '涪陵榨菜拟定增募资不超过亿元用于乌江涪陵榨菜绿色智能化生产基地一期等项目', 'label': '1'}
{'title': '兆易创新拟出资亿元与长鑫集成石溪集电大基金二期等多名投资人签署增资协议股东协议共同参与睿力集成增资事项', 'label': '1'}
{'title': '拓维信息拟投资设立合资公司九霄鲲鹏在华为的认可和支持下推进鲲鹏计算能力与甘肃省的基础产业深度融合', 'label': '1'}
{'title': '新华保险前月累计原保险保费收入为亿元上年同期原保险保费收入为亿元', 'label': '1'}
{'title': '中国核电非公开发行股票申请获得证监会核准批复', 'label': '1'}
{'title': '特一药业子公司药品蒙脱石散通过一致性评价', 'label': '1'}
{'title': '腾达建设联合中标万元工程项目', 'label': '1'}
{'title': '皇氏集团拟发行不超过亿元的债务融资工具', 'label': '1'}
{'title': '先导智能近期中标宁德时代亿元锂电池生产设备项目', 'label': '1'}
{'title': '美年健康实际控制人董事长俞熔拟在个月内增持万股万股', 'label': '1'}
{'title': '中国人保前月保费收入亿元去年同期保费收入为亿元', 'label': '1'}
{'title': '环旭电子月合并营业收入为亿元同比增加环比增加', 'label': '1'}
{'title': '龙大肉食龙大养殖月生猪销售收入亿元环比增加同比增加', 'label': '1'}
{'title': '华英农业月份鸭苗销售数量为万只销售收入万元环比分别增长', 'label': '1'}
{'title': '恩捷股份在匈牙利建设湿法锂电池隔离膜项目项目总投资额预计约亿欧元', 'label': '1'}
{'title': '中科信息拟向中科唯实等个股东发行股份及支付现金购买其持有的瑞拓科技股权交易作价为亿元', 'label': '1'}
{'title': '锦富技术拟亿元收购久泰精密股权', 'label': '1'}
{'title': '海通证券发行不超亿元公司债券获证监会注册批复', 'label': '1'}
{'title': '南方航空发行不超亿元短期公司债券获证监会注册批复', 'label': '1'}
{'title': '西山煤电向专业投资者公开发行亿公司债券获证监会注册批复', 'label': '1'}
{'title': '中国恒大以每股港元的价格回购万股股票合计耗资约亿港元', 'label': '1'}
{'title': '冠昊生物北京世纪天富创业投资中心增持万股', 'label': '1'}
{'title': '东华能源股东共青城胜帮凯米投资合伙企业通过大宗交易方式增持公司股份', 'label': '1'}
{'title': '宏润建设中标亿元杭州地铁号线项目', 'label': '1'}
{'title': '润欣科技拟定增募资不超亿元用于无线信标微能量收集芯片及系统方案高清驱动控制芯片与系统方案', 'label': '1'}
{'title': '航天彩虹拟定增募资不超过亿元用于新概念无人机研制低成本机载武器科研及产业化及补充流动资金', 'label': '1'}
{'title': '康芝药业拟定增募资不超过亿元投入康芝海南国际妇产医院等项目和补充流动资金', 'label': '1'}
{'title': '华星创业拟向控股股东定增募资不超亿元全部用于偿还借款及补充流动资金', 'label': '1'}
{'title': '乐鑫科技拟定增募资不超过亿元用于研发和产业化项目', 'label': '1'}
{'title': '中信建投证监会同意公司发行不超亿元次级公司债券', 'label': '1'}
{'title': '荣丰控股拟收购威宇医疗全部股权并对其增资', 'label': '1'}
{'title': '英特集团公开发行可转债申请获证监会审核通过', 'label': '1'}
{'title': '欧菲光非公开发行申请获证监会审核通过', 'label': '1'}
{'title': '奥特佳非公开发行股股票申请获证监会审核通过', 'label': '1'}
{'title': '新泉股份非公开发行股票申请获证监会核准批复', 'label': '1'}
{'title': '梦舟控股股东及关联人一致行动人增持公司股份比例达总股本', 'label': '1'}
{'title': '卧龙地产浙江龙盛累计增持公司股份持股比例升至', 'label': '1'}
{'title': '耀皮玻璃控股子公司浮法玻璃生产线冷修技改已完工并于月日顺利点火试生产成功标志着该项目进入生产运营阶段', 'label': '1'}
{'title': '招商蛇口月公司实现签约销售面积万平方米同比增加实现签约销售金额亿元同比增加', 'label': '1'}
{'title': '浦东建设中标多项重大工程项目中标金额总计为亿元', 'label': '1'}
{'title': '富煌钢构公司为山东裕龙石化有限公司炼化一体化项目一期钢结构制作工程的中标人中标金额共计亿元', 'label': '1'}
{'title': '唐人神月生猪销售收入合计亿元同比上升环比上升', 'label': '1'}
{'title': '东软载波部分股东拟转让公司股份引入国有资本', 'label': '1'}
{'title': '南新制药拟逾亿元收购兴盟苏州股权股票复牌', 'label': '1'}
{'title': '尚纬股份拟亿元收购星空野望股权罗永浩为其重要主播', 'label': '1'}
{'title': '锐明技术与陕汽控股等合作发展汽车电子产业', 'label': '1'}
{'title': '中欣氟材拟定增募资不超过亿元加码主业', 'label': '1'}
{'title': '天能重工公司控股股东签署股份转让协议实控人拟变更为珠海国有资产监督管理委员会', 'label': '1'}
{'title': '富春环保公司控股股东变更为水天集团', 'label': '1'}
{'title': '合盛硅业非公开发行认购对象出具不减持公司股份承诺函', 'label': '1'}
{'title': '阿尔特拟定增募资不超亿元', 'label': '1'}
{'title': '双飞股份拟现金购买金华市双飞程凯合金材料有限公司股权', 'label': '1'}
{'title': '比亚迪子公司拟出资亿美元参与投资基金', 'label': '1'}
{'title': '合诚股份获北京天象首次举牌未来拟继续增持的股份', 'label': '1'}
{'title': '浩源拟万元万元回购公司股份', 'label': '1'}
{'title': '汇纳科技拟以万元万元回购股份', 'label': '1'}
{'title': '永辉超市首次回购万元股份', 'label': '1'}
{'title': '安泰科技与河钢工业技术现代汽车签订氢燃料重卡应用推广项目合作协议', 'label': '1'}
{'title': '华体科技签订商河县经济开发区多杆合一智慧路灯建设项目合作框架协议', 'label': '1'}
{'title': '九洲药业拟投资亿元建设及制剂基地项目', 'label': '1'}
{'title': '易华录与中移软件签署蓝光存储产品合作协议', 'label': '1'}
{'title': '泽达易盛子公司苏州泽达签署中标合同中标价亿元', 'label': '1'}
{'title': '金力泰子公司成为上海微电子的合格供应商', 'label': '1'}
{'title': '华培动力万元认购数字经济股权投资基金', 'label': '1'}
{'title': '九洲药业拟亿元投建及制剂基地项目', 'label': '1'}
{'title': '保利地产月实现签约金额同比增加', 'label': '1'}
{'title': '融创中国月实现合同销售金额约亿元', 'label': '1'}
